timestamp,open,high,low,close,volume
2025-11-23 17:42:03.166585,1.1,1.1000791508430972,1.0995877388674653,1.0997460728462591,907
2025-11-23 17:43:03.166585,1.0997460728462591,1.0998449088530229,1.099162920342999,1.0993019347923503,379
2025-11-23 17:44:03.166585,1.0993019347923503,1.099872923459737,1.0990851749893653,1.0997655379786389,508
2025-11-23 17:45:03.166585,1.0997655379786389,1.0998251377435022,1.0991890225999459,1.0993321630991348,471
2025-11-23 17:46:03.166585,1.0993321630991348,1.0995616278646307,1.0990250559113997,1.0990261487456587,705
2025-11-23 17:47:03.166585,1.0990261487456587,1.0995869982571915,1.098944156963429,1.099568286515927,189
2025-11-23 17:48:03.166585,1.099568286515927,1.0999434245655313,1.0990473402422343,1.0991017746997493,757
2025-11-23 17:49:03.166585,1.0991017746997493,1.0991823111219154,1.0990478627717695,1.099105098136363,326
2025-11-23 17:50:03.166585,1.099105098136363,1.0996529330362774,1.0989557780864911,1.099587629052683,536
2025-11-23 17:51:03.166585,1.099587629052683,1.0998496004709413,1.0990118600191379,1.0992728908080924,754
2025-11-23 17:52:03.166585,1.0992728908080924,1.0992927269522168,1.0989852330803715,1.0991616037100236,380
2025-11-23 17:53:03.166585,1.0991616037100236,1.0994675576764765,1.0990741160480713,1.0992424947851707,246
2025-11-23 17:54:03.166585,1.0992424947851707,1.099254602240175,1.0990861742883349,1.0991697488779406,468
2025-11-23 17:55:03.166585,1.0991697488779406,1.0994172655948187,1.0991572835002839,1.0993435345690115,987
2025-11-23 17:56:03.166585,1.0993435345690115,1.0994170926761804,1.0984001603601579,1.098606925776347,326
2025-11-23 17:57:03.166585,1.098606925776347,1.0991227874968903,1.098477906529109,1.0988424733341302,575
2025-11-23 17:58:03.166585,1.0988424733341302,1.0993727491031602,1.0985494840871999,1.0992767905402936,561
2025-11-23 17:59:03.166585,1.0992767905402936,1.0993210383896175,1.097413677788519,1.0975847995760695,859
2025-11-23 18:00:03.166585,1.0975847995760695,1.098284121682997,1.0973596182101606,1.0981348937261515,757
2025-11-23 18:01:03.166585,1.0981348937261515,1.0985884743309444,1.0980068459817134,1.0983076891299532,867
2025-11-23 18:02:03.166585,1.0983076891299532,1.098552676089761,1.098171039672521,1.0985329220823565,767
2025-11-23 18:03:03.166585,1.0985329220823565,1.098681466766673,1.0974216501889535,1.0975131107775409,734
2025-11-23 18:04:03.166585,1.0975131107775409,1.098377448204904,1.0970985018522086,1.0981508683812373,186
2025-11-23 18:05:03.166585,1.0981508683812373,1.0982816806434421,1.0981311614320075,1.098239744314658,771
2025-11-23 18:06:03.166585,1.098239744314658,1.0982824101461586,1.0978411781966717,1.0980982480533632,366
2025-11-23 18:07:03.166585,1.0980982480533632,1.0993211844630024,1.0980588922102354,1.0990743790712554,498
2025-11-23 18:08:03.166585,1.0990743790712554,1.0991164347775997,1.0988007694508097,1.0988331534354046,459
2025-11-23 18:09:03.166585,1.0988331534354046,1.0995238455559622,1.0985433431002125,1.0993618552177733,231
2025-11-23 18:10:03.166585,1.0993618552177733,1.0995064270799328,1.0992248442612325,1.0993856842470162,120
2025-11-23 18:11:03.166585,1.0993856842470162,1.1002210232553573,1.0992469103901996,1.100127482319298,582
2025-11-23 18:12:03.166585,1.100127482319298,1.1005080545856347,1.0999477274991032,1.100357116811519,323
2025-11-23 18:13:03.166585,1.100357116811519,1.1006739926199245,1.1002881566749858,1.100368526908746,112
2025-11-23 18:14:03.166585,1.100368526908746,1.1010349513009654,1.1002888331221699,1.1009092010536257,643
2025-11-23 18:15:03.166585,1.1009092010536257,1.1019107790375429,1.1006895979353992,1.1016488582967061,667
